2021/02/04 13:49:38| Created PID file (/var/run/squid.pid)
2021/02/06 13:07:49| Current Directory is /
2021/02/06 13:07:49 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:07:49 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:07:49 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:07:49 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:07:49 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:07:49 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:07:49 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:07:49 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:07:49 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:07:49 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:07:49 kid1| Startup: Initialized Authentication.
2021/02/06 13:07:49 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:07:49 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:07:49 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:07:49 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:07:49 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:07:49 kid1| Initializing https:// proxy context
2021/02/06 13:07:50 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:07:50 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:07:50 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:07:50 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:07:50 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:07:50 kid1| Squid plugin modules loaded: 0
2021/02/06 13:07:50 kid1| Adaptation support is off.
2021/02/06 13:07:50 kid1| Store logging disabled
2021/02/06 13:07:50 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:07:50 kid1| DNS Socket created at 0.0.0.0, FD 19
2021/02/06 13:07:50 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:07:50 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:07:50 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:07:50 kid1| HTCP Disabled.
2021/02/06 13:07:50 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:07:50 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:07:50 kid1| Finished loading MIME types and icons.
2021/02/06 13:07:50 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 52 flags=41
2021/02/06 13:07:50 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 53 flags=41
2021/02/06 13:07:50 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 54 flags=9
2021/02/06 13:13:09 kid1| SECURITY ALERT: Host header forgery detected on local=216.58.220.138:443 remote=10.42.0.30:49492 FD 11 flags=33 (local IP does not match any domain IP)
2021/02/06 13:13:09 kid1| SECURITY ALERT: on URL: userlocation.googleapis.com:443
2021/02/06 13:17:06| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:17:06| Current Directory is /
2021/02/06 13:17:06 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:17:06 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:17:06 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:17:06 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:17:06 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:17:06 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:17:06 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:17:06 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:17:06 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:17:06 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:17:06 kid1| Startup: Initialized Authentication.
2021/02/06 13:17:06 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:17:06 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:17:06 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:17:06 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:17:06 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:17:06 kid1| Initializing https:// proxy context
2021/02/06 13:17:06 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:17:06 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:17:06 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:17:06 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:17:06 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:17:06 kid1| Squid plugin modules loaded: 0
2021/02/06 13:17:06 kid1| Adaptation support is off.
2021/02/06 13:17:06 kid1| Store logging disabled
2021/02/06 13:17:06 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:17:06 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:17:06 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:17:06 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:17:06 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:17:06 kid1| HTCP Disabled.
2021/02/06 13:17:06 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:17:06 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:17:06 kid1| Finished loading MIME types and icons.
2021/02/06 13:17:06 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 41 flags=41
2021/02/06 13:17:06 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 44 flags=41
2021/02/06 13:17:06 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 45 flags=9
2021/02/06 13:18:20| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:18:20| Current Directory is /
2021/02/06 13:18:20 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:18:20 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:18:20 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:18:20 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:18:20 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:18:20 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:18:20 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:18:20 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:18:20 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:18:20 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:18:20 kid1| Startup: Initialized Authentication.
2021/02/06 13:18:20 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:18:20 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:18:20 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:18:20 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:18:20 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:18:20 kid1| Initializing https:// proxy context
2021/02/06 13:18:20 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:18:20 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:18:20 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:18:20 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:18:20 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:18:20 kid1| Squid plugin modules loaded: 0
2021/02/06 13:18:20 kid1| Adaptation support is off.
2021/02/06 13:18:20 kid1| Store logging disabled
2021/02/06 13:18:20 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:18:20 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:18:20 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:18:20 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:18:20 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:18:20 kid1| HTCP Disabled.
2021/02/06 13:18:20 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:18:20 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:18:20 kid1| Finished loading MIME types and icons.
2021/02/06 13:18:20 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 121 flags=41
2021/02/06 13:18:20 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 122 flags=41
2021/02/06 13:18:20 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 123 flags=9
2021/02/06 13:18:43| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:18:43| Current Directory is /
2021/02/06 13:18:43 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:18:43 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:18:43 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:18:43 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:18:43 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:18:43 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:18:43 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:18:43 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:18:43 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:18:43 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:18:43 kid1| Startup: Initialized Authentication.
2021/02/06 13:18:43 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:18:43 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:18:43 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:18:43 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:18:43 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:18:43 kid1| Initializing https:// proxy context
2021/02/06 13:18:43 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:18:43 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:18:43 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:18:43 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:18:43 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:18:43 kid1| Squid plugin modules loaded: 0
2021/02/06 13:18:43 kid1| Adaptation support is off.
2021/02/06 13:18:43 kid1| Store logging disabled
2021/02/06 13:18:43 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:18:43 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:18:43 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:18:43 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:18:43 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:18:43 kid1| HTCP Disabled.
2021/02/06 13:18:43 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:18:43 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:18:43 kid1| Finished loading MIME types and icons.
2021/02/06 13:18:43 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 208 flags=41
2021/02/06 13:18:43 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 209 flags=41
2021/02/06 13:18:43 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 210 flags=9
2021/02/06 13:20:41| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:20:41| Current Directory is /
2021/02/06 13:20:41 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:20:41 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:20:41 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:20:41 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:20:41 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:20:41 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:20:41 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:20:41 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:20:41 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:20:41 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:20:41 kid1| Startup: Initialized Authentication.
2021/02/06 13:20:41 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:20:41 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:20:41 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:20:41 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:20:41 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:20:41 kid1| Initializing https:// proxy context
2021/02/06 13:20:41 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:20:41 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:20:41 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:20:41 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:20:41 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:20:41 kid1| Squid plugin modules loaded: 0
2021/02/06 13:20:41 kid1| Adaptation support is off.
2021/02/06 13:20:41 kid1| Store logging disabled
2021/02/06 13:20:41 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:20:41 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:20:41 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:20:41 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:20:41 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:20:41 kid1| HTCP Disabled.
2021/02/06 13:20:41 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:20:41 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:20:41 kid1| Finished loading MIME types and icons.
2021/02/06 13:20:41 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 95 flags=41
2021/02/06 13:20:41 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 106 flags=41
2021/02/06 13:20:41 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 119 flags=9
2021/02/06 13:21:08| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:21:08| Current Directory is /
2021/02/06 13:21:08 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:21:08 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:21:08 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:21:08 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:21:08 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:21:08 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:21:08 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:21:08 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:21:08 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:21:08 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:21:08 kid1| Startup: Initialized Authentication.
2021/02/06 13:21:08 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:21:08 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:21:08 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:21:08 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:21:08 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:21:08 kid1| Initializing https:// proxy context
2021/02/06 13:21:08 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:21:08 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:21:08 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:21:08 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:21:08 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:21:08 kid1| Squid plugin modules loaded: 0
2021/02/06 13:21:08 kid1| Adaptation support is off.
2021/02/06 13:21:08 kid1| Store logging disabled
2021/02/06 13:21:08 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:21:08 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:21:08 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:21:08 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:21:08 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:21:08 kid1| HTCP Disabled.
2021/02/06 13:21:08 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:21:08 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:21:08 kid1| Finished loading MIME types and icons.
2021/02/06 13:21:08 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 143 flags=41
2021/02/06 13:21:08 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 144 flags=41
2021/02/06 13:21:08 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 145 flags=9
2021/02/06 13:21:41| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:21:41| Current Directory is /
2021/02/06 13:21:41 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:21:41 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:21:41 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:21:41 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:21:41 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:21:41 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:21:41 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:21:41 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:21:41 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:21:41 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:21:41 kid1| Startup: Initialized Authentication.
2021/02/06 13:21:41 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:21:41 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:21:41 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:21:41 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:21:41 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:21:41 kid1| Initializing https:// proxy context
2021/02/06 13:21:41 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:21:41 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:21:41 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:21:41 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:21:41 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:21:41 kid1| Squid plugin modules loaded: 0
2021/02/06 13:21:41 kid1| Adaptation support is off.
2021/02/06 13:21:41 kid1| Store logging disabled
2021/02/06 13:21:41 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:21:41 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:21:41 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:21:41 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:21:41 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:21:41 kid1| HTCP Disabled.
2021/02/06 13:21:41 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:21:41 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:21:41 kid1| Finished loading MIME types and icons.
2021/02/06 13:21:41 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 163 flags=41
2021/02/06 13:21:41 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 174 flags=41
2021/02/06 13:21:41 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 175 flags=9
2021/02/06 13:21:54| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:21:54| Current Directory is /
2021/02/06 13:21:54 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:21:54 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:21:54 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:21:54 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:21:54 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:21:54 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:21:54 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:21:54 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:21:54 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:21:54 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:21:54 kid1| Startup: Initialized Authentication.
2021/02/06 13:21:54 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:21:54 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:21:54 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:21:54 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:21:54 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:21:54 kid1| Initializing https:// proxy context
2021/02/06 13:21:54 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:21:54 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:21:54 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:21:54 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:21:54 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:21:54 kid1| Squid plugin modules loaded: 0
2021/02/06 13:21:54 kid1| Adaptation support is off.
2021/02/06 13:21:54 kid1| Store logging disabled
2021/02/06 13:21:54 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:21:54 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:21:54 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:21:54 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:21:54 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:21:54 kid1| HTCP Disabled.
2021/02/06 13:21:54 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:21:54 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:21:54 kid1| Finished loading MIME types and icons.
2021/02/06 13:21:54 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 210 flags=41
2021/02/06 13:21:54 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 224 flags=41
2021/02/06 13:21:54 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 225 flags=9
2021/02/06 13:23:06| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/06 13:23:06| Current Directory is /
2021/02/06 13:23:06 kid1| Reconfiguring Squid Cache (version 4.4)...
2021/02/06 13:23:06 kid1| Closing HTTP(S) port [::]:6080
2021/02/06 13:23:06 kid1| Closing HTTP(S) port [::]:6443
2021/02/06 13:23:06 kid1| Closing HTTP(S) port [::]:3354
2021/02/06 13:23:06 kid1| Logfile: closing log stdio:/var/log/squid/access.log
2021/02/06 13:23:06 kid1| Startup: Initializing Authentication Schemes ...
2021/02/06 13:23:06 kid1| Startup: Initialized Authentication Scheme 'basic'
2021/02/06 13:23:06 kid1| Startup: Initialized Authentication Scheme 'digest'
2021/02/06 13:23:06 kid1| Startup: Initialized Authentication Scheme 'negotiate'
2021/02/06 13:23:06 kid1| Startup: Initialized Authentication Scheme 'ntlm'
2021/02/06 13:23:06 kid1| Startup: Initialized Authentication.
2021/02/06 13:23:06 kid1| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2021/02/06 13:23:06 kid1| Starting Authentication on port [::]:6080
2021/02/06 13:23:06 kid1| Disabling Authentication on port [::]:6080 (interception enabled)
2021/02/06 13:23:06 kid1| Starting Authentication on port [::]:6443
2021/02/06 13:23:06 kid1| Disabling Authentication on port [::]:6443 (interception enabled)
2021/02/06 13:23:06 kid1| Initializing https:// proxy context
2021/02/06 13:23:06 kid1| Initializing https_port [::]:6443 TLS contexts
2021/02/06 13:23:06 kid1| Using certificate in /usr/local/share/squid/server.crt
2021/02/06 13:23:06 kid1| Using key in /usr/local/share/squid/server.key
2021/02/06 13:23:06 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/06 13:23:06 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/06 13:23:06 kid1| Squid plugin modules loaded: 0
2021/02/06 13:23:06 kid1| Adaptation support is off.
2021/02/06 13:23:06 kid1| Store logging disabled
2021/02/06 13:23:06 kid1| DNS Socket created at [::], FD 9
2021/02/06 13:23:06 kid1| DNS Socket created at 0.0.0.0, FD 14
2021/02/06 13:23:06 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/06 13:23:06 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/06 13:23:06 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/06 13:23:06 kid1| HTCP Disabled.
2021/02/06 13:23:06 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/06 13:23:06 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/06 13:23:06 kid1| Finished loading MIME types and icons.
2021/02/06 13:23:06 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 105 flags=41
2021/02/06 13:23:06 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 107 flags=41
2021/02/06 13:23:06 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 112 flags=9
2021/02/06 13:23:09 kid1| SECURITY ALERT: Host header forgery detected on local=216.58.220.106:443 remote=10.42.0.30:60128 FD 113 flags=33 (local IP does not match any domain IP)
2021/02/06 13:23:09 kid1| SECURITY ALERT: on URL: userlocation.googleapis.com:443
